#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P23443	uniprotkb:P31749	intact:EBI-1775921|uniprotkb:B2R779|uniprotkb:B4DTG1|uniprotkb:F6UYM1|intact:EBI-11107861|uniprotkb:B4DLT4|uniprotkb:E7ESB8|uniprotkb:Q7Z721	intact:EBI-296087|uniprotkb:Q9BWB6|uniprotkb:B2RAM5|dip:DIP-24269N|uniprotkb:B7Z5R1	psi-mi:ks6b1_human(display_long)|uniprotkb:RPS6KB1(gene name)|psi-mi:RPS6KB1(display_short)|uniprotkb:STK14A(gene name synonym)|uniprotkb:Ribosomal protein S6 kinase I(gene name synonym)|uniprotkb:p70 ribosomal S6 kinase alpha(gene name synonym)|uniprotkb:70 kDa ribosomal protein S6 kinase 1(gene name synonym)|uniprotkb:Serine/threonine-protein kinase 14A(gene name synonym)	psi-mi:akt1_human(display_long)|uniprotkb:AKT1(gene name)|psi-mi:AKT1(display_short)|uniprotkb:PKB(gene name synonym)|uniprotkb:RAC(gene name synonym)|uniprotkb:RAC-PK-alpha(gene name synonym)|uniprotkb:Protein kinase B(gene name synonym)|uniprotkb:Proto-oncogene c-Akt(gene name synonym)|uniprotkb:Protein kinase B alpha(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591449|imex:IM-18707-161	intact-miscore:0.57
uniprotkb:Q15831	uniprotkb:P23443	intact:EBI-306838|uniprotkb:E7EW76|uniprotkb:B2RBX7	intact:EBI-1775921|uniprotkb:B2R779|uniprotkb:B4DTG1|uniprotkb:F6UYM1|intact:EBI-11107861|uniprotkb:B4DLT4|uniprotkb:E7ESB8|uniprotkb:Q7Z721	psi-mi:stk11_human(display_long)|uniprotkb:STK11(gene name)|psi-mi:STK11(display_short)|uniprotkb:LKB1(gene name synonym)|uniprotkb:PJS(gene name synonym)|uniprotkb:Liver kinase B1(gene name synonym)|uniprotkb:Renal carcinoma antigen NY-REN-19(gene name synonym)	psi-mi:ks6b1_human(display_long)|uniprotkb:RPS6KB1(gene name)|psi-mi:RPS6KB1(display_short)|uniprotkb:STK14A(gene name synonym)|uniprotkb:Ribosomal protein S6 kinase I(gene name synonym)|uniprotkb:p70 ribosomal S6 kinase alpha(gene name synonym)|uniprotkb:70 kDa ribosomal protein S6 kinase 1(gene name synonym)|uniprotkb:Serine/threonine-protein kinase 14A(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591416|imex:IM-18707-158	intact-miscore:0.40
uniprotkb:O15530	uniprotkb:P51812	intact:EBI-717097|uniprotkb:Q8IV52|uniprotkb:Q9BRD5|uniprotkb:Q6FI20|dip:DIP-38372N|uniprotkb:H0Y4Z0|uniprotkb:Q59EH6	intact:EBI-1046616|uniprotkb:Q4VAP3|uniprotkb:Q59H26|uniprotkb:Q5JPK8|uniprotkb:Q7Z3Z7|uniprotkb:B2R9V4	psi-mi:pdpk1_human(display_long)|uniprotkb:PDPK1(gene name)|psi-mi:PDPK1(display_short)|uniprotkb:PDK1(gene name synonym)	psi-mi:ks6a3_human(display_long)|uniprotkb:Insulin-stimulated protein kinase 1(gene name synonym)|uniprotkb:MAP kinase-activated protein kinase 1b(gene name synonym)|uniprotkb:90 kDa ribosomal protein S6 kinase 3(gene name synonym)|uniprotkb:MAPKAPK1B(gene name synonym)|uniprotkb:Ribosomal S6 kinase 2(gene name synonym)|uniprotkb:pp90RSK2(gene name synonym)|uniprotkb:RPS6KA3(gene name)|psi-mi:RPS6KA3(display_short)|uniprotkb:ISPK1(gene name synonym)|uniprotkb:RSK2(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591427|imex:IM-18707-159	intact-miscore:0.40
uniprotkb:P31749	uniprotkb:Q13541	intact:EBI-296087|uniprotkb:Q9BWB6|uniprotkb:B2RAM5|dip:DIP-24269N|uniprotkb:B7Z5R1	intact:EBI-74090|uniprotkb:B2R502|uniprotkb:Q6IBN3|uniprotkb:D3DSW8	psi-mi:akt1_human(display_long)|uniprotkb:AKT1(gene name)|psi-mi:AKT1(display_short)|uniprotkb:PKB(gene name synonym)|uniprotkb:RAC(gene name synonym)|uniprotkb:RAC-PK-alpha(gene name synonym)|uniprotkb:Protein kinase B(gene name synonym)|uniprotkb:Proto-oncogene c-Akt(gene name synonym)|uniprotkb:Protein kinase B alpha(gene name synonym)	psi-mi:4ebp1_human(display_long)|uniprotkb:Phosphorylated heat- and acid-stable protein regulated by insulin 1(gene name synonym)|uniprotkb:EIF4EBP1(gene name)|psi-mi:EIF4EBP1(display_short)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591438|imex:IM-18707-160	intact-miscore:0.40
uniprotkb:Q16363	uniprotkb:P04637	intact:EBI-711505|uniprotkb:Q14731|uniprotkb:Q14735|uniprotkb:Q15335|uniprotkb:Q4LE44|uniprotkb:Q5SZG8|uniprotkb:Q9UE18|uniprotkb:Q9UJN9|uniprotkb:Q9BTB8	intact:EBI-366083|uniprotkb:Q15086|uniprotkb:Q15087|uniprotkb:Q15088|uniprotkb:Q16535|uniprotkb:Q16807|uniprotkb:Q16808|uniprotkb:Q16809|uniprotkb:Q16810|uniprotkb:Q16811|uniprotkb:Q16848|uniprotkb:Q86UG1|uniprotkb:Q8J016|uniprotkb:Q99659|uniprotkb:Q9BTM4|uniprotkb:Q9HAQ8|uniprotkb:Q9NP68|uniprotkb:Q9NPJ2|uniprotkb:Q9NZD0|uniprotkb:Q9UBI2|uniprotkb:Q9UQ61|dip:DIP-368N|uniprotkb:Q2XN98|uniprotkb:Q3LRW1|uniprotkb:Q3LRW2|uniprotkb:Q3LRW3|uniprotkb:Q3LRW4|uniprotkb:Q3LRW5	psi-mi:lama4_human(display_long)|uniprotkb:LAMA4(gene name)|psi-mi:LAMA4(display_short)|uniprotkb:Laminin-8 subunit alpha(gene name synonym)|uniprotkb:Laminin-9 subunit alpha(gene name synonym)|uniprotkb:Laminin-14 subunit alpha(gene name synonym)	psi-mi:p53_human(display_long)|uniprotkb:TP53(gene name)|psi-mi:TP53(display_short)|uniprotkb:P53(gene name synonym)|uniprotkb:Tumor suppressor p53(gene name synonym)|uniprotkb:Phosphoprotein p53(gene name synonym)|uniprotkb:Antigen NY-CO-13(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591493|imex:IM-18707-165	intact-miscore:0.57
uniprotkb:Q06455	uniprotkb:Q13547	intact:EBI-743342|uniprotkb:O14784|uniprotkb:Q06456|uniprotkb:Q14873|uniprotkb:Q16239|uniprotkb:Q16346|uniprotkb:Q16347|uniprotkb:Q6IBL1|uniprotkb:Q92479|uniprotkb:Q9BRZ0|uniprotkb:B7Z4P4|uniprotkb:E7EPN4|uniprotkb:Q6NXH1|uniprotkb:Q7Z4J5	intact:EBI-301834|uniprotkb:Q92534	psi-mi:mtg8_human(display_long)|uniprotkb:Protein MTG8(gene name synonym)|uniprotkb:Protein ETO(gene name synonym)|uniprotkb:Eight twenty one protein(gene name synonym)|uniprotkb:Cyclin-D-related protein(gene name synonym)|uniprotkb:Zinc finger MYND domain-containing protein 2(gene name synonym)|uniprotkb:RUNX1T1(gene name)|psi-mi:RUNX1T1(display_short)|uniprotkb:AML1T1(gene name synonym)|uniprotkb:CBFA2T1(gene name synonym)|uniprotkb:CDR(gene name synonym)|uniprotkb:ETO(gene name synonym)|uniprotkb:MTG8(gene name synonym)|uniprotkb:ZMYND2(gene name synonym)	psi-mi:hdac1_human(display_long)|uniprotkb:HDAC1(gene name)|psi-mi:HDAC1(display_short)|uniprotkb:RPD3L1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591471|imex:IM-18707-163	intact-miscore:0.40
uniprotkb:P06241	uniprotkb:P48023	intact:EBI-515315|uniprotkb:Q16248|uniprotkb:Q5R3A6|uniprotkb:Q5R3A7|uniprotkb:Q8N5D7|uniprotkb:B5BU57|intact:EBI-2561531|uniprotkb:E1P557|uniprotkb:H0UI48	intact:EBI-495538|uniprotkb:Q9BZP9|dip:DIP-2997N	psi-mi:fyn_human(display_long)|uniprotkb:p59-Fyn(gene name synonym)|uniprotkb:Proto-oncogene c-Fyn(gene name synonym)|uniprotkb:Src-like kinase(gene name synonym)|uniprotkb:FYN(gene name)|psi-mi:FYN(display_short)|uniprotkb:Proto-oncogene Syn(gene name synonym)	psi-mi:tnfl6_human(display_long)|uniprotkb:Fas antigen ligand(gene name synonym)|uniprotkb:CD95L(gene name synonym)|uniprotkb:Apoptosis antigen ligand(gene name synonym)|uniprotkb:FASLG(gene name)|psi-mi:FASLG(display_short)|uniprotkb:APT1LG1(gene name synonym)|uniprotkb:FASL(gene name synonym)|uniprotkb:TNFSF6(gene name synonym)|uniprotkb:CD95 ligand(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591460|imex:IM-18707-162	intact-miscore:0.61
uniprotkb:P19838	uniprotkb:P14921	intact:EBI-300010|uniprotkb:Q68D84|uniprotkb:Q86V43|uniprotkb:Q8N4X7|uniprotkb:Q9NZC0|uniprotkb:A8K5Y5|uniprotkb:B3KVE8	intact:EBI-913209|uniprotkb:Q14278|uniprotkb:Q16080|uniprotkb:Q6N087|uniprotkb:Q96AC5|uniprotkb:A9UL17|uniprotkb:F5GYX9	psi-mi:nfkb1_human(display_long)|uniprotkb:NFKB1(gene name)|psi-mi:NFKB1(display_short)|uniprotkb:DNA-binding factor KBF1(gene name synonym)|uniprotkb:EBP-1(gene name synonym)|uniprotkb:Nuclear factor of kappa light polypeptide gene enhancer in B-cells 1(gene name synonym)	psi-mi:ets1_human(display_long)|uniprotkb:p54(gene name synonym)|uniprotkb:ETS1(gene name)|psi-mi:ETS1(display_short)|uniprotkb:EWSR2(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591482|imex:IM-18707-164	intact-miscore:0.40
uniprotkb:P00533	uniprotkb:P40763	intact:EBI-297353|uniprotkb:Q9BZS2|uniprotkb:Q9GZX1|uniprotkb:Q9H2C9|uniprotkb:Q9H3C9|uniprotkb:Q9UMD7|uniprotkb:Q9UMD8|uniprotkb:Q9UMG5|uniprotkb:O00688|uniprotkb:O00732|uniprotkb:P06268|uniprotkb:Q14225|uniprotkb:Q92795|uniprotkb:Q68GS5|dip:DIP-405N	intact:EBI-518675|uniprotkb:O14916|uniprotkb:Q9BW54|uniprotkb:A8K7B8|uniprotkb:K7ENL3|dip:DIP-33584N	psi-mi:egfr_human(display_long)|uniprotkb:ERBB1(gene name synonym)|uniprotkb:EGFR(gene name)|psi-mi:EGFR(display_short)|uniprotkb:Receptor tyrosine-protein kinase erbB-1(gene name synonym)|uniprotkb:Proto-oncogene c-ErbB-1(gene name synonym)|uniprotkb:ERBB(gene name synonym)|uniprotkb:HER1(gene name synonym)	psi-mi:stat3_human(display_long)|uniprotkb:Acute-phase response factor(gene name synonym)|uniprotkb:STAT3(gene name)|psi-mi:STAT3(display_short)|uniprotkb:APRF(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591515|imex:IM-18707-167	intact-miscore:0.89
uniprotkb:P43246	uniprotkb:P52701	intact:EBI-355888|uniprotkb:O75488|uniprotkb:B4E2Z2	intact:EBI-395529|uniprotkb:O43706|uniprotkb:O43917|uniprotkb:Q8TCX4|uniprotkb:Q9BTB5|uniprotkb:B4DF41|uniprotkb:B4E3I4|uniprotkb:F5H2F9	psi-mi:msh2_human(display_long)|uniprotkb:MSH2(gene name)|psi-mi:MSH2(display_short)|uniprotkb:MutS protein homolog 2(gene name synonym)	psi-mi:msh6_human(display_long)|uniprotkb:MSH6(gene name)|psi-mi:MSH6(display_short)|uniprotkb:MutS-alpha 160 kDa subunit(gene name synonym)|uniprotkb:G/T mismatch-binding protein(gene name synonym)|uniprotkb:GTBP(gene name synonym)|uniprotkb:MutS protein homolog 6(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591526|imex:IM-18707-168	intact-miscore:0.83
uniprotkb:P40692	uniprotkb:P43246	intact:EBI-744248|uniprotkb:B4DQ11|uniprotkb:E9PCU2|uniprotkb:B4DI13	intact:EBI-355888|uniprotkb:O75488|uniprotkb:B4E2Z2	psi-mi:mlh1_human(display_long)|uniprotkb:MutL protein homolog 1(gene name synonym)|uniprotkb:MLH1(gene name)|psi-mi:MLH1(display_short)|uniprotkb:COCA2(gene name synonym)	psi-mi:msh2_human(display_long)|uniprotkb:MSH2(gene name)|psi-mi:MSH2(display_short)|uniprotkb:MutS protein homolog 2(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591504|imex:IM-18707-166	intact-miscore:0.40
uniprotkb:P07949	uniprotkb:P19174	intact:EBI-2480756|uniprotkb:A8K6Z2|uniprotkb:Q9BTB0|uniprotkb:Q15250|uniprotkb:Q9H4A2	intact:EBI-79387|uniprotkb:Q2V575|uniprotkb:B9EGH4|uniprotkb:B7ZLY7|uniprotkb:E1P5W4|intact:EBI-3959906	psi-mi:ret_human(display_long)|uniprotkb:RET(gene name)|psi-mi:RET(display_short)|uniprotkb:CDHF12(gene name synonym)|uniprotkb:Cadherin family member 12(gene name synonym)|uniprotkb:Proto-oncogene c-Ret(gene name synonym)|uniprotkb:CDHR16(gene name synonym)|uniprotkb:PTC(gene name synonym)|uniprotkb:RET51(gene name synonym)	psi-mi:plcg1_human(display_long)|uniprotkb:PLC-148(gene name synonym)|uniprotkb:PLC1(gene name synonym)|uniprotkb:Phospholipase C-II(gene name synonym)|uniprotkb:PLCG1(gene name)|psi-mi:PLCG1(display_short)|uniprotkb:Phosphoinositide phospholipase C-gamma-1(gene name synonym)|uniprotkb:Phospholipase C-gamma-1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591559|imex:IM-18707-171	intact-miscore:0.56
uniprotkb:Q9Y6K9	uniprotkb:Q15311	intact:EBI-81279|intact:EBI-356130|uniprotkb:Q7LBY6|uniprotkb:Q7Z7F1	intact:EBI-749285|uniprotkb:D3DUI0	psi-mi:nemo_human(display_long)|uniprotkb:IKBKG(gene name)|psi-mi:IKBKG(display_short)|uniprotkb:FIP3(gene name synonym)|uniprotkb:NEMO(gene name synonym)|uniprotkb:NF-kappa-B essential modifier(gene name synonym)|uniprotkb:Inhibitor of nuclear factor kappa-B kinase subunit gamma(gene name synonym)|uniprotkb:IkB kinase-associated protein 1(gene name synonym)|uniprotkb:FIP-3(gene name synonym)	psi-mi:rbp1_human(display_long)|uniprotkb:Ral-interacting protein 1(gene name synonym)|uniprotkb:76 kDa Ral-interacting protein(gene name synonym)|uniprotkb:Dinitrophenyl S-glutathione ATPase(gene name synonym)|uniprotkb:RALBP1(gene name)|psi-mi:RALBP1(display_short)|uniprotkb:RLIP1(gene name synonym)|uniprotkb:RLIP76(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591537|imex:IM-18707-169	intact-miscore:0.40
uniprotkb:P99999	uniprotkb:Q9Y4K3	intact:EBI-446479|uniprotkb:A4D166|uniprotkb:P00001|uniprotkb:Q6NUR2|uniprotkb:Q6NX69|uniprotkb:Q96BV4|uniprotkb:B2R4I1	intact:EBI-359276|uniprotkb:Q8NEH5|uniprotkb:A6NKI7|uniprotkb:A8KAB3|dip:DIP-27515N|uniprotkb:D3DR16	psi-mi:cyc_human(display_long)|uniprotkb:CYCS(gene name)|psi-mi:CYCS(display_short)|uniprotkb:CYC(gene name synonym)	psi-mi:traf6_human(display_long)|uniprotkb:TRAF6(gene name)|psi-mi:TRAF6(display_short)|uniprotkb:RNF85(gene name synonym)|uniprotkb:Interleukin-1 signal transducer(gene name synonym)|uniprotkb:RING finger protein 85(gene name synonym)|uniprotkb:E3 ubiquitin-protein ligase TRAF6(gene name synonym)|uniprotkb:RING-type E3 ubiquitin transferase TRAF6(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591548|imex:IM-18707-170	intact-miscore:0.59
uniprotkb:P09211	uniprotkb:P45983	intact:EBI-353467|uniprotkb:O00460|uniprotkb:Q15690|uniprotkb:Q5TZY3	intact:EBI-286483|uniprotkb:Q15709|uniprotkb:Q15712|uniprotkb:Q15713|uniprotkb:B7ZLV4|uniprotkb:B5BTZ5|uniprotkb:Q308M2|uniprotkb:D3DX88|uniprotkb:D3DX92	psi-mi:gstp1_human(display_long)|uniprotkb:GSTP1(gene name)|psi-mi:GSTP1(display_short)|uniprotkb:GST3(gene name synonym)|uniprotkb:FAEES3(gene name synonym)|uniprotkb:GST class-pi(gene name synonym)|uniprotkb:GSTP1-1(gene name synonym)	psi-mi:mk08_human(display_long)|uniprotkb:MAPK8(gene name)|psi-mi:MAPK8(display_short)|uniprotkb:JNK1(gene name synonym)|uniprotkb:PRKM8(gene name synonym)|uniprotkb:Stress-activated protein kinase JNK1(gene name synonym)|uniprotkb:c-Jun N-terminal kinase 1(gene name synonym)|uniprotkb:JNK-46(gene name synonym)|uniprotkb:SAPK1(gene name synonym)|uniprotkb:Stress-activated protein kinase 1c(gene name synonym)|uniprotkb:SAPK1C(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591592|imex:IM-18707-174	intact-miscore:0.40
uniprotkb:P01137	uniprotkb:P14780	intact:EBI-779636|uniprotkb:Q9UCG4|uniprotkb:A8K792	intact:EBI-1382326|uniprotkb:Q3LR70|uniprotkb:Q8N725|uniprotkb:Q9H4Z1|uniprotkb:B2R7V9|uniprotkb:Q9UCJ9|uniprotkb:Q9UCL1|uniprotkb:Q9UDK2	psi-mi:tgfb1_human(display_long)|uniprotkb:TGFB1(gene name)|psi-mi:TGFB1(display_short)|uniprotkb:TGFB(gene name synonym)	psi-mi:mmp9_human(display_long)|uniprotkb:MMP9(gene name)|psi-mi:MMP9(display_short)|uniprotkb:CLG4B(gene name synonym)|uniprotkb:92 kDa type IV collagenase(gene name synonym)|uniprotkb:92 kDa gelatinase(gene name synonym)|uniprotkb:Gelatinase B(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591570|imex:IM-18707-172	intact-miscore:0.40
uniprotkb:P21802	uniprotkb:P19174	intact:EBI-1028658|uniprotkb:P18443|uniprotkb:Q01742|uniprotkb:Q12922|uniprotkb:Q14300|uniprotkb:Q14301|uniprotkb:Q14302|uniprotkb:Q14303|uniprotkb:Q14304|uniprotkb:Q14305|uniprotkb:Q14672|uniprotkb:Q14718|uniprotkb:Q14719|uniprotkb:Q86YI4|uniprotkb:Q96KL9|uniprotkb:Q96KM0|uniprotkb:Q96KM1|uniprotkb:Q96KM2|uniprotkb:Q9NZU2|uniprotkb:Q9NZU3|uniprotkb:Q9UD01|uniprotkb:Q9UD02|uniprotkb:Q9UIH3|uniprotkb:Q9UIH4|uniprotkb:Q9UIH5|uniprotkb:Q9UIH6|uniprotkb:Q9UIH7|uniprotkb:Q9UIH8|uniprotkb:Q9UM87|uniprotkb:Q9UMC6|uniprotkb:Q9UNS7|uniprotkb:Q9UQH7|uniprotkb:Q9UQH8|uniprotkb:Q9UQH9|uniprotkb:Q9UQI0|uniprotkb:Q1KHY5|uniprotkb:B4DFC2|uniprotkb:E7EVR6|uniprotkb:E9PCR0|uniprotkb:Q8IXC7	intact:EBI-79387|uniprotkb:Q2V575|uniprotkb:B9EGH4|uniprotkb:B7ZLY7|uniprotkb:E1P5W4|intact:EBI-3959906	psi-mi:fgfr2_human(display_long)|uniprotkb:FGFR2(gene name)|psi-mi:FGFR2(display_short)|uniprotkb:BEK(gene name synonym)|uniprotkb:KSAM(gene name synonym)|uniprotkb:Keratinocyte growth factor receptor(gene name synonym)|uniprotkb:KGFR(gene name synonym)|uniprotkb:K-sam(gene name synonym)	psi-mi:plcg1_human(display_long)|uniprotkb:PLC-148(gene name synonym)|uniprotkb:PLC1(gene name synonym)|uniprotkb:Phospholipase C-II(gene name synonym)|uniprotkb:PLCG1(gene name)|psi-mi:PLCG1(display_short)|uniprotkb:Phosphoinositide phospholipase C-gamma-1(gene name synonym)|uniprotkb:Phospholipase C-gamma-1(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591603|imex:IM-18707-175	intact-miscore:0.40
uniprotkb:Q9UMX1	uniprotkb:P08151	intact:EBI-740595|uniprotkb:Q7LCP7|uniprotkb:Q9NT90|uniprotkb:Q9NZ07|uniprotkb:Q9UHK2|uniprotkb:Q9UHM8|uniprotkb:Q9UMY0	intact:EBI-308084|uniprotkb:Q8TDN9|uniprotkb:F5H6H8|uniprotkb:D0EUY3|uniprotkb:E9PQQ9	psi-mi:sufu_human(display_long)|uniprotkb:SUFU(gene name)|psi-mi:SUFU(display_short)|uniprotkb:UNQ650/PRO1280(orf name)	psi-mi:gli1_human(display_long)|uniprotkb:GLI1(gene name)|psi-mi:GLI1(display_short)|uniprotkb:GLI(gene name synonym)|uniprotkb:Glioma-associated oncogene(gene name synonym)|uniprotkb:Oncogene GLI(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591581|imex:IM-18707-173	intact-miscore:0.94
uniprotkb:P07949	uniprotkb:P28482	intact:EBI-2480756|uniprotkb:A8K6Z2|uniprotkb:Q9BTB0|uniprotkb:Q15250|uniprotkb:Q9H4A2	intact:EBI-959949|uniprotkb:A8CZ64	psi-mi:ret_human(display_long)|uniprotkb:RET(gene name)|psi-mi:RET(display_short)|uniprotkb:CDHF12(gene name synonym)|uniprotkb:Cadherin family member 12(gene name synonym)|uniprotkb:Proto-oncogene c-Ret(gene name synonym)|uniprotkb:CDHR16(gene name synonym)|uniprotkb:PTC(gene name synonym)|uniprotkb:RET51(gene name synonym)	psi-mi:mk01_human(display_long)|uniprotkb:MAPK1(gene name)|psi-mi:MAPK1(display_short)|uniprotkb:ERK2(gene name synonym)|uniprotkb:PRKM1(gene name synonym)|uniprotkb:Extracellular signal-regulated kinase 2(gene name synonym)|uniprotkb:Mitogen-activated protein kinase 2(gene name synonym)|uniprotkb:MAP kinase isoform p42(gene name synonym)|uniprotkb:ERT1(gene name synonym)|uniprotkb:PRKM2(gene name synonym)	psi-mi:"MI:0813"(proximity ligation assay)	Chen et al. (2014)	pubmed:25241761|imex:IM-18707	taxid:9606(human)|taxid:9606(Homo sapiens)	taxid:9606(human)|taxid:9606(Homo sapiens)	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0469"(IntAct)	intact:EBI-6591636|imex:IM-18707-178	intact-miscore:0.40
